3.39	 -0.63	 0.00
-1.30	 -2.04	 0.00
0.89	 -1.73	 1.00
1.15	 -1.23	 1.00
-1.67	 -0.17	 0.00
0.46	 -1.58	 1.00
0.89	 -0.58	 1.00
0.32	 -1.91	 1.00
-0.46	 -1.09	 0.00
-0.36	 -0.20	 0.00
-2.76	 -0.66	 0.00
-0.08	 -1.95	 1.00
-1.81	 -0.13	 0.00
1.84	 0.62	 1.00
0.91	 -0.88	 0.00
-2.75	 -0.10	 0.00
0.24	 -1.76	 1.00
0.68	 -2.44	 0.00
2.27	 0.02	 1.00
0.11	 -1.22	 1.00
-2.69	 -0.50	 0.00
-0.95	 -0.04	 0.00
-1.11	 -1.40	 0.00
-1.80	 0.37	 0.00
1.33	 -0.16	 1.00
-1.51	 -1.86	 0.00
1.35	 -0.76	 1.00
0.13	 -2.49	 1.00
-1.41	 -1.42	 0.00
1.02	 -0.65	 1.00
1.45	 -1.12	 1.00
-0.53	 -2.01	 0.00
-1.86	 -0.95	 0.00
0.45	 -0.72	 1.00
-1.91	 -1.79	 0.00
1.64	 -0.36	 1.00
-0.62	 -0.36	 0.00
0.00	 -2.26	 1.00
0.90	 -1.01	 1.00
1.38	 -0.29	 1.00
0.32	 -1.52	 0.00
0.71	 -2.06	 1.00
1.20	 -1.60	 1.00
1.96	 0.42	 1.00
-0.46	 -2.32	 0.00
1.19	 -1.13	 1.00
-1.74	 0.62	 0.00
1.58	 -0.75	 1.00
-1.38	 -1.38	 0.00
-1.23	 -0.77	 0.00
1.01	 -0.71	 1.00
1.26	 -0.51	 1.00
-0.56	 -1.32	 0.00
0.91	 -1.01	 1.00
0.76	 -0.84	 1.00
-2.34	 -1.54	 0.00
0.08	 -1.66	 1.00
1.42	 -0.60	 1.00
-2.07	 -0.68	 0.00
0.06	 0.23	 0.00
1.68	 -0.25	 1.00
1.49	 -0.02	 1.00
-0.46	 -0.93	 0.00
-0.16	 -1.09	 0.00
-2.37	 -0.94	 1.00
1.13	 -1.03	 1.00
-1.04	 -1.10	 0.00
-0.07	 -1.96	 0.00
0.34	 -1.80	 1.00
-2.02	 0.17	 0.00
1.17	 -1.02	 1.00
-1.19	 -1.19	 0.00
-1.12	 -0.42	 0.00
1.10	 -0.73	 1.00
1.50	 -1.03	 1.00
0.75	 -1.20	 1.00
1.71	 -0.19	 1.00
2.43	 0.00	 1.00
-0.19	 -1.86	 1.00
-1.54	 -1.57	 0.00
-2.75	 -1.05	 0.00
0.89	 -1.33	 1.00
-2.38	 0.91	 0.00
0.74	 -1.36	 1.00
-0.56	 -0.66	 0.00
1.05	 -0.82	 0.00
1.42	 -1.99	 1.00
-1.37	 -0.09	 0.00
0.40	 -1.61	 1.00
1.88	 -0.89	 0.00
-0.88	 0.32	 0.00
2.25	 0.36	 1.00
1.37	 -0.22	 1.00
2.07	 -0.23	 1.00
-1.46	 0.03	 0.00
-0.39	 -1.22	 0.00
1.02	 -0.70	 1.00
1.54	 -0.95	 1.00
1.07	 -0.47	 1.00
0.41	 -1.78	 1.00
-1.73	 -0.81	 0.00
0.66	 -1.98	 1.00
-0.65	 -1.29	 0.00
-3.26	 -2.22	 0.00
-0.29	 -0.55	 0.00
-1.99	 -0.48	 0.00
-2.27	 -1.06	 0.00
-1.03	 0.03	 0.00
-0.78	 0.02	 0.00
1.42	 -1.36	 0.00
0.34	 -1.13	 1.00
1.98	 -0.34	 1.00
0.92	 -0.82	 1.00
-0.62	 -0.66	 0.00
-1.05	 -0.91	 0.00
0.16	 -0.21	 0.00
-1.75	 -0.63	 0.00
-2.57	 0.18	 0.00
-2.36	 -2.57	 0.00
-0.11	 -0.61	 0.00
-1.55	 -0.24	 0.00
-1.99	 -1.22	 0.00
-2.00	 -1.88	 0.00
0.98	 -1.73	 1.00
1.36	 -0.20	 1.00
0.06	 -2.16	 1.00
0.50	 -0.52	 0.00
0.22	 -1.95	 1.00
-0.14	 -0.45	 0.00
-1.48	 -0.52	 0.00
1.28	 -0.32	 1.00
0.31	 -1.99	 1.00
-1.33	 0.90	 0.00
-2.32	 1.63	 0.00
0.91	 -1.30	 1.00
-0.43	 -1.80	 0.00
-0.80	 -1.93	 0.00
1.22	 -1.51	 1.00
0.90	 -0.38	 0.00
0.29	 -0.51	 1.00
0.75	 -0.74	 1.00
1.68	 -0.80	 1.00
-0.04	 -0.68	 0.00
-0.80	 -1.45	 0.00
-1.42	 -0.86	 0.00
-1.52	 -1.74	 0.00
0.93	 -0.64	 1.00
1.10	 -0.86	 1.00
-0.67	 0.04	 0.00
1.78	 0.11	 1.00
0.08	 -2.46	 0.00
-1.29	 -0.76	 0.00
-0.27	 0.26	 0.00
-0.82	 0.09	 0.00
0.32	 -1.50	 1.00
-0.11	 -1.67	 1.00
0.46	 -2.01	 1.00
-0.19	 -1.81	 0.00
1.34	 -1.51	 1.00
-0.66	 -1.35	 0.00
1.45	 0.05	 1.00
0.24	 -1.25	 1.00
-2.05	 -0.78	 0.00
0.31	 -2.13	 1.00
-0.04	 0.34	 0.00
-0.18	 -2.45	 1.00
0.08	 -2.17	 1.00
0.97	 -1.31	 1.00
-0.76	 0.18	 0.00
1.45	 -0.94	 1.00
-0.99	 -0.73	 0.00
-0.11	 -0.74	 1.00
1.46	 -0.22	 1.00
-1.70	 -1.47	 0.00
0.83	 -1.36	 1.00
1.00	 -0.63	 0.00
-1.54	 -0.34	 0.00
0.52	 -1.10	 1.00
0.21	 -1.34	 1.00
1.50	 -0.01	 1.00
0.92	 -1.26	 1.00
-2.37	 -0.26	 0.00
-1.38	 -0.71	 0.00
0.30	 -0.91	 1.00
0.46	 -1.82	 1.00
-1.80	 -0.15	 0.00
-0.87	 0.37	 0.00
1.31	 -0.77	 1.00
0.17	 -1.91	 0.00
0.68	 -1.37	 0.00
-3.60	 -0.03	 0.00
-0.32	 -1.87	 0.00
0.41	 -2.10	 1.00
0.99	 -0.88	 1.00
1.39	 -0.41	 1.00
1.83	 -0.13	 1.00
1.14	 -0.65	 1.00
-0.34	 -1.07	 0.00
-1.96	 0.36	 0.00
1.17	 -0.84	 1.00
0.89	 -1.04	 1.00
2.10	 -0.85	 1.00
-0.66	 -0.42	 0.00
-0.20	 -0.41	 0.00
-2.53	 -2.39	 0.00
0.39	 -0.71	 1.00
0.75	 -2.12	 1.00
1.00	 -0.41	 1.00
-2.16	 -1.57	 0.00
-1.08	 -1.72	 0.00
0.67	 -1.83	 1.00
-3.29	 -0.16	 0.00
-3.66	 -1.74	 0.00
-1.16	 -1.12	 0.00
-0.48	 0.48	 0.00
0.37	 -1.63	 1.00
-1.95	 -1.12	 0.00
-1.34	 -0.08	 0.00
1.57	 -0.53	 1.00
-2.32	 -0.45	 0.00
-1.28	 -1.54	 0.00
1.49	 -0.61	 1.00
0.25	 -1.54	 1.00
1.98	 0.55	 0.00
0.81	 -0.85	 1.00
0.40	 -1.24	 0.00
0.82	 -1.49	 1.00
-0.28	 -1.85	 0.00
1.36	 -0.22	 1.00
0.10	 -1.31	 1.00
-0.48	 -2.43	 0.00
-1.49	 -0.92	 0.00
1.83	 -0.28	 1.00
0.86	 -0.74	 1.00
0.38	 -0.19	 0.00
-1.63	 -1.33	 0.00
-3.13	 -0.89	 0.00
0.72	 -1.11	 1.00
-1.88	 -1.12	 0.00
-1.87	 0.79	 0.00
-0.91	 0.83	 0.00
-1.41	 -0.93	 0.00
-1.49	 -1.80	 0.00
0.29	 -1.67	 1.00
0.58	 -1.30	 1.00
-2.02	 -0.84	 0.00
1.87	 -0.41	 1.00
0.69	 -1.75	 1.00
1.38	 -0.11	 1.00
-0.86	 -0.92	 0.00
0.99	 -1.24	 1.00
0.16	 -2.04	 1.00
1.12	 -0.30	 1.00
-0.12	 -1.51	 0.00
0.63	 -1.42	 1.00
0.19	 -2.28	 0.00
-0.29	 -1.89	 1.00
1.17	 -2.19	 0.00
-0.40	 -2.41	 1.00
-0.49	 -0.70	 0.00
-0.44	 -1.20	 0.00
-2.29	 -0.83	 0.00
-0.51	 -1.04	 0.00
0.57	 -1.85	 1.00
-1.84	 -0.55	 0.00
-1.34	 -0.46	 0.00
-0.26	 -0.98	 0.00
0.35	 -1.37	 1.00
1.84	 -0.18	 1.00
1.37	 0.09	 1.00
-1.91	 -0.77	 0.00
0.71	 -1.68	 1.00
1.48	 -0.61	 1.00
-1.91	 -0.52	 0.00
1.80	 -0.52	 1.00
-1.61	 -0.46	 0.00
-1.13	 -0.53	 0.00
1.21	 0.05	 1.00
-0.68	 -1.05	 0.00
-2.16	 -1.81	 0.00
-1.43	 -0.25	 0.00
0.71	 -1.07	 1.00
0.86	 -0.82	 1.00
1.12	 -1.35	 1.00
-1.19	 0.45	 0.00
-2.11	 -1.15	 0.00
-1.06	 -1.23	 0.00
-1.17	 -0.48	 0.00
0.08	 -1.38	 1.00
-1.88	 -0.27	 0.00
1.12	 -1.86	 1.00
0.58	 0.50	 0.00
1.01	 -0.40	 1.00
1.73	 -0.23	 1.00
-1.37	 -0.84	 0.00
-2.47	 -0.22	 0.00
0.80	 -0.93	 1.00
-2.28	 -1.47	 0.00
-0.62	 -0.10	 0.00
-0.83	 -1.93	 0.00
-0.43	 -1.59	 0.00
-1.72	 -0.61	 0.00
1.69	 -0.56	 1.00
-0.55	 -1.26	 0.00
0.91	 -1.21	 1.00
0.70	 -0.55	 1.00
0.85	 -1.08	 1.00
2.06	 -0.24	 1.00
1.61	 -0.50	 1.00
0.21	 -1.62	 1.00
1.35	 -0.81	 1.00
1.88	 -0.44	 1.00
1.63	 -0.51	 1.00
-2.95	 -1.62	 0.00
-2.98	 -0.30	 0.00
-0.85	 -1.77	 0.00
-0.46	 -2.30	 0.00
-1.47	 -0.70	 0.00
0.17	 -1.59	 1.00
2.47	 -2.33	 0.00
-1.95	 -1.44	 0.00
-2.00	 -0.55	 0.00
-1.70	 0.23	 0.00
-1.24	 -0.54	 0.00
-1.26	 -0.96	 0.00
1.49	 -0.79	 1.00
0.61	 -1.02	 1.00
1.65	 -0.50	 1.00
0.78	 -0.17	 0.00
0.48	 -1.77	 1.00
-0.38	 -0.99	 0.00
2.05	 -0.03	 1.00
-1.79	 -0.13	 0.00
2.30	 0.46	 1.00
0.80	 -1.93	 0.00
-0.96	 -1.36	 0.00
0.53	 -2.36	 1.00
0.00	 -1.39	 0.00
-2.90	 -0.83	 0.00
-1.88	 -0.94	 0.00
1.38	 -0.64	 1.00
-0.01	 -0.75	 0.00
2.16	 0.78	 1.00
1.33	 -0.43	 1.00
-1.36	 0.59	 0.00
-0.29	 -1.17	 0.00
-0.37	 -0.52	 0.00
-0.13	 -0.90	 0.00
0.45	 -1.14	 0.00
0.51	 -1.18	 1.00
0.43	 -1.23	 1.00
-0.93	 -1.50	 0.00
1.90	 0.48	 1.00
0.50	 -1.71	 1.00
0.75	 -0.33	 1.00
0.23	 -2.31	 1.00
-0.78	 -0.23	 0.00
-3.43	 -0.11	 0.00
0.14	 -2.59	 1.00
-1.03	 -1.20	 0.00
-2.83	 -0.48	 0.00
0.65	 -1.38	 1.00
0.75	 -1.74	 1.00
-1.09	 -0.92	 0.00
1.07	 -1.67	 1.00
1.59	 -0.61	 1.00
-1.26	 -1.61	 0.00
-0.96	 -1.18	 0.00
0.85	 -1.04	 1.00
1.61	 -1.10	 1.00
1.19	 -0.33	 1.00
0.66	 -1.82	 1.00
1.12	 -0.05	 1.00
0.52	 -1.59	 1.00
2.36	 0.25	 1.00
-1.79	 -0.92	 0.00
0.51	 -1.60	 1.00
0.73	 -0.65	 0.00
1.10	 0.05	 1.00
1.54	 0.06	 1.00
-1.58	 -2.32	 0.00
0.32	 -1.77	 1.00
0.96	 -0.74	 1.00
1.06	 -0.84	 1.00
0.96	 -1.10	 1.00
1.14	 -0.88	 1.00
-0.66	 -0.41	 0.00
1.63	 0.12	 1.00
1.23	 -1.01	 1.00
-2.08	 -1.35	 0.00
0.47	 -2.03	 1.00
1.45	 -1.15	 1.00
0.98	 -1.02	 1.00
-1.61	 -1.51	 0.00
-0.78	 -0.69	 0.00
-2.78	 0.21	 0.00
0.34	 -0.79	 0.00
0.36	 -1.31	 1.00
0.69	 -0.70	 1.00
1.81	 1.14	 1.00
-0.98	 -1.75	 0.00
0.45	 -2.76	 0.00
-1.89	 -0.90	 0.00
-2.83	 -2.23	 0.00
0.60	 -1.88	 1.00
1.84	 0.29	 1.00
-0.99	 -1.57	 0.00
-1.21	 -2.03	 0.00
2.02	 -0.01	 1.00
-0.33	 -0.34	 0.00
0.35	 -1.21	 1.00
-0.07	 -0.94	 1.00
-1.43	 0.41	 0.00
-1.44	 -1.34	 0.00
-0.93	 -1.26	 0.00
-1.47	 0.35	 0.00
0.50	 -1.46	 0.00
1.22	 -0.79	 1.00
1.01	 -2.05	 0.00
-1.22	 -0.65	 0.00
1.00	 -1.48	 1.00
0.97	 -1.26	 1.00
-0.01	 -2.03	 0.00
-1.35	 -0.60	 1.00
1.64	 -0.67	 1.00
-0.05	 -3.00	 1.00
2.04	 0.42	 1.00
-0.28	 -1.93	 1.00
1.20	 -0.56	 1.00
0.08	 -1.50	 1.00
-0.04	 -0.69	 0.00
0.10	 -1.84	 0.00
1.16	 -0.73	 1.00
-1.16	 -0.89	 0.00
-0.54	 -0.73	 0.00
-0.14	 -1.23	 0.00
-0.53	 -0.30	 0.00
1.08	 -0.49	 1.00
-0.23	 -2.20	 1.00
1.82	 -0.36	 1.00
0.34	 -0.62	 0.00
0.63	 -0.57	 1.00
0.54	 -1.68	 1.00
-2.78	 -1.44	 1.00
1.40	 -0.30	 1.00
2.20	 0.33	 1.00
-0.65	 -2.61	 0.00
1.63	 -0.09	 1.00
0.67	 -1.47	 1.00
-0.25	 0.06	 0.00
0.05	 -1.44	 1.00
0.42	 -1.69	 1.00
0.41	 -3.19	 0.00
0.63	 -0.00	 0.00
-0.14	 -1.55	 0.00
1.18	 -1.53	 0.00
1.84	 -0.08	 1.00
-2.22	 0.31	 0.00
-0.89	 -0.06	 0.00
0.37	 -0.57	 0.00
-0.77	 -2.17	 0.00
1.43	 -1.38	 1.00
-1.55	 -1.84	 0.00
0.35	 -1.04	 1.00
1.21	 -0.87	 1.00
0.51	 -2.41	 1.00
2.58	 0.69	 1.00
0.34	 -0.70	 0.00
-1.42	 -0.78	 0.00
1.66	 -0.42	 1.00
0.72	 -0.77	 1.00
-1.61	 -0.44	 0.00
-0.38	 -0.21	 0.00
-2.48	 -0.53	 0.00
0.04	 -0.69	 0.00
-1.81	 -0.28	 0.00
0.86	 -1.10	 1.00
1.54	 -0.57	 1.00
-2.88	 0.82	 0.00
-1.14	 -2.02	 0.00
0.85	 -1.51	 1.00
-1.24	 -0.66	 0.00
0.00	 -2.00	 1.00
1.22	 -0.38	 1.00
0.92	 -0.75	 1.00
1.15	 -1.33	 1.00
1.73	 -0.69	 1.00
0.86	 -1.25	 1.00
0.90	 -1.33	 0.00
0.12	 -1.35	 1.00
-0.21	 -0.53	 0.00
-0.81	 -1.26	 0.00
0.06	 -2.35	 1.00
0.60	 -0.99	 1.00
1.49	 0.03	 1.00
-2.05	 -0.65	 0.00
1.13	 -0.77	 1.00
-2.09	 -1.10	 0.00
-0.20	 0.77	 0.00
-1.56	 -0.61	 0.00
0.46	 -2.45	 1.00
2.01	 -0.09	 1.00
-0.37	 -0.92	 0.00
0.72	 -1.34	 1.00
1.30	 -1.21	 1.00
1.33	 -0.61	 1.00
1.14	 -0.98	 1.00
0.77	 -0.57	 1.00
-0.88	 -3.05	 0.00
1.12	 -1.42	 0.00
0.46	 -1.42	 1.00
-2.32	 -1.69	 0.00
0.30	 -1.49	 0.00
2.03	 0.83	 1.00
0.83	 -1.31	 1.00
0.99	 -1.18	 1.00
-0.09	 -2.49	 1.00
0.55	 -1.58	 0.00
0.84	 -0.45	 1.00
0.67	 -1.60	 1.00
1.39	 -0.91	 1.00
1.15	 -0.74	 1.00
0.91	 -1.35	 1.00
-3.43	 -0.87	 0.00
-0.35	 -0.21	 0.00
0.47	 -1.52	 1.00
-0.77	 -0.45	 0.00
0.57	 -2.27	 1.00
-1.12	 -1.51	 0.00
-1.41	 -1.17	 0.00
-1.68	 -0.41	 0.00
0.26	 -1.52	 1.00
0.86	 -0.97	 1.00
-0.46	 -0.56	 0.00
0.96	 -1.24	 1.00
-1.18	 0.04	 0.00
-1.95	 -0.22	 0.00
0.03	 -2.61	 1.00
1.34	 -0.15	 1.00
-0.20	 -2.24	 1.00
0.51	 -1.56	 0.00
-0.92	 -0.14	 0.00
1.81	 -0.75	 1.00
1.33	 -0.16	 1.00
0.81	 -1.30	 1.00
2.91	 0.66	 1.00
1.12	 -1.21	 1.00
-0.43	 -1.68	 0.00
-1.62	 -1.49	 0.00
-2.09	 -0.78	 0.00
-1.52	 -1.40	 0.00
-0.17	 -2.84	 1.00
-0.04	 -1.67	 0.00
1.03	 -0.32	 1.00
-1.37	 -1.16	 0.00
-0.09	 -1.59	 1.00
1.60	 -0.47	 1.00
0.88	 -1.77	 0.00
-2.20	 -0.96	 0.00
1.46	 -0.16	 1.00
0.98	 -1.49	 0.00
0.82	 -1.21	 1.00
0.81	 -0.28	 1.00
1.16	 -0.55	 1.00
-1.57	 -1.22	 0.00
-1.05	 0.02	 0.00
-2.80	 0.01	 0.00
-0.63	 -0.71	 0.00
-1.46	 0.27	 0.00
0.86	 -1.57	 1.00
1.41	 -0.75	 1.00
-1.49	 -1.26	 0.00
-1.70	 -0.68	 0.00
0.47	 -2.17	 1.00
1.63	 -0.88	 1.00
1.51	 -0.64	 1.00
0.84	 -1.39	 1.00
0.32	 -1.93	 1.00
1.75	 -0.10	 1.00
1.14	 -1.13	 0.00
-1.14	 -1.38	 0.00
-2.49	 -1.20	 0.00
-0.80	 -1.49	 0.00
0.11	 -1.10	 0.00
1.35	 -0.23	 1.00
0.82	 -1.38	 1.00
-1.04	 0.69	 0.00
1.62	 -0.28	 1.00
1.35	 -0.80	 1.00
-2.48	 -0.15	 0.00
-1.22	 -1.06	 0.00
-0.16	 -2.56	 1.00
1.23	 -0.70	 1.00
0.64	 -1.53	 1.00
2.01	 0.21	 1.00
-1.65	 0.43	 0.00
0.27	 -2.12	 1.00
-0.54	 -1.78	 0.00
0.45	 -1.69	 1.00
-1.05	 -0.37	 0.00
1.13	 -0.60	 1.00
-1.67	 -1.37	 0.00
-2.29	 -1.13	 0.00
0.73	 -1.21	 1.00
0.85	 -1.32	 1.00
-0.67	 -1.12	 0.00
-0.24	 -1.35	 0.00
1.61	 -0.31	 1.00
1.02	 -1.26	 1.00
-0.71	 -0.70	 0.00
-1.39	 -0.81	 0.00
-2.90	 -1.58	 0.00
-2.62	 -1.14	 0.00
-2.12	 -0.48	 0.00
0.06	 -0.17	 0.00
0.47	 -1.28	 1.00
0.73	 -1.27	 1.00
0.13	 -1.38	 0.00
0.83	 -1.34	 1.00
-2.97	 -1.30	 0.00
0.76	 -2.04	 0.00
0.55	 -1.06	 0.00
1.84	 -1.12	 1.00
0.23	 -2.04	 1.00
0.05	 -1.72	 1.00
-0.65	 -2.53	 0.00
1.75	 0.47	 1.00
0.03	 -2.10	 1.00
0.43	 -0.80	 1.00
-1.14	 -1.17	 0.00
0.52	 -1.02	 1.00
1.06	 -0.76	 1.00
0.93	 -0.61	 1.00
1.09	 -1.58	 1.00
1.14	 -1.61	 1.00
0.86	 -1.11	 1.00
1.12	 -0.33	 1.00
1.37	 -0.47	 1.00
0.62	 -1.38	 1.00
0.15	 -1.04	 0.00
0.46	 -2.20	 1.00
-1.90	 -1.79	 0.00
0.75	 -0.31	 1.00
1.15	 -0.38	 1.00
0.83	 -1.20	 1.00
-2.70	 -1.34	 0.00
-0.92	 -1.08	 0.00
-1.40	 0.02	 0.00
0.15	 -1.33	 0.00
-3.69	 -0.73	 0.00
1.71	 -0.55	 1.00
0.21	 -0.71	 0.00
0.50	 -1.64	 1.00
-0.34	 -2.44	 1.00
1.49	 -0.55	 1.00
0.04	 -1.84	 1.00
-2.57	 -1.23	 0.00
1.41	 -1.36	 1.00
-1.18	 -1.99	 0.00
0.31	 -1.89	 1.00
1.37	 -0.74	 1.00
0.56	 -0.64	 1.00
-0.80	 -1.73	 0.00
0.90	 -1.05	 1.00
-0.02	 -1.45	 1.00
0.93	 -1.14	 1.00
0.25	 -0.96	 1.00
-2.67	 -0.59	 0.00
-1.15	 -1.12	 0.00
-1.49	 -0.02	 0.00
-1.37	 -0.78	 0.00
0.35	 -0.84	 1.00
-0.65	 -1.37	 0.00
1.12	 -0.21	 1.00
1.44	 -1.31	 1.00
-1.96	 -0.83	 0.00
0.02	 -2.11	 1.00
-1.41	 0.29	 0.00
-1.75	 -0.80	 0.00
-0.53	 -1.26	 0.00
0.24	 -1.32	 1.00
-1.39	 -0.66	 0.00
1.26	 -1.91	 0.00
-0.21	 -0.22	 0.00
1.09	 -1.29	 1.00
0.19	 -0.38	 0.00
0.72	 -1.33	 1.00
-1.78	 -0.70	 0.00
0.26	 -1.91	 1.00
0.18	 -1.43	 1.00
0.59	 -1.39	 1.00
1.64	 -0.31	 1.00
-0.14	 -0.74	 0.00
0.10	 -1.85	 1.00
-1.64	 -0.02	 0.00
-3.49	 -1.28	 0.00
0.34	 -1.98	 1.00
0.26	 -2.15	 1.00
-0.61	 -0.14	 0.00
1.17	 -0.70	 1.00
0.43	 -1.49	 0.00
-0.67	 -2.89	 0.00
1.93	 0.58	 1.00
-0.38	 -0.33	 0.00
-0.87	 -1.69	 0.00
-0.35	 -0.47	 0.00
0.48	 -1.94	 1.00
1.46	 -0.75	 1.00
0.79	 -0.99	 1.00
1.50	 -0.50	 1.00
-1.00	 -0.38	 0.00
-1.58	 -1.43	 0.00
-0.65	 0.27	 0.00
1.52	 -1.22	 1.00
0.29	 -2.18	 1.00
1.85	 -0.93	 0.00
-1.75	 -0.58	 0.00
1.72	 -0.82	 1.00
-2.99	 -1.39	 0.00
1.37	 -1.05	 0.00
0.14	 0.68	 0.00
-1.07	 -1.16	 0.00
1.61	 -0.06	 1.00
-0.86	 -0.87	 0.00
-0.54	 -2.28	 1.00
-0.96	 -2.01	 0.00
-0.97	 -0.68	 0.00
1.11	 -1.65	 1.00
0.85	 -0.77	 1.00
0.29	 -0.95	 0.00
0.51	 0.39	 0.00
-1.60	 -1.70	 0.00
-1.33	 -1.62	 0.00
1.81	 -0.45	 1.00
-1.27	 -3.34	 0.00
-0.13	 -1.76	 0.00
-1.82	 -1.05	 0.00
-1.18	 -0.11	 0.00
1.38	 -1.14	 1.00
0.82	 -0.95	 1.00
-0.24	 -0.88	 0.00
0.55	 -1.10	 0.00
-1.95	 -0.07	 0.00
1.45	 0.11	 1.00
0.81	 -1.26	 1.00
0.85	 -1.43	 1.00
0.94	 -1.22	 1.00
-0.54	 -1.74	 0.00
0.23	 -1.88	 1.00
0.49	 -1.11	 1.00
1.12	 -1.08	 1.00
0.58	 -2.33	 0.00
-2.28	 -0.71	 0.00
1.23	 0.12	 1.00
1.94	 -0.46	 1.00
-0.18	 -1.24	 0.00
-0.80	 -1.19	 0.00
1.60	 -0.64	 1.00
-1.25	 -0.82	 0.00
1.80	 -0.40	 1.00
0.27	 -1.33	 1.00
-0.53	 -0.38	 0.00
-1.03	 -1.32	 0.00
-2.59	 -0.02	 0.00
-0.11	 -0.90	 0.00
0.49	 -2.21	 0.00
1.42	 -0.37	 1.00
0.99	 -0.47	 1.00
-1.25	 -1.87	 0.00
0.32	 -0.84	 1.00
0.77	 -1.92	 1.00
1.38	 -0.08	 1.00
-0.73	 -2.32	 1.00
2.08	 -0.73	 1.00
-1.49	 -1.37	 0.00
-0.92	 -1.16	 0.00
-1.64	 -0.40	 0.00
1.61	 -0.80	 1.00
1.33	 0.12	 1.00
-0.35	 -2.35	 0.00
-0.06	 -1.75	 0.00
2.19	 -0.36	 1.00
0.07	 -1.31	 0.00
-3.61	 0.09	 0.00
-0.96	 -1.55	 0.00
1.80	 -1.09	 1.00
-1.56	 -1.13	 0.00
0.54	 -0.55	 0.00
-0.60	 -2.08	 0.00
0.30	 -1.07	 1.00
1.33	 -1.17	 1.00
1.42	 -0.78	 1.00
-0.20	 -0.82	 0.00
1.45	 -0.09	 1.00
-2.46	 -0.59	 0.00
-0.73	 -1.86	 0.00
-0.23	 -3.54	 0.00
-1.21	 -0.62	 0.00
1.08	 -1.33	 1.00
-1.95	 -1.59	 0.00
-0.54	 -0.69	 0.00
0.28	 -1.17	 1.00
0.69	 -0.39	 0.00
0.59	 -0.87	 1.00
0.30	 -1.77	 1.00
-0.21	 -1.67	 0.00
0.74	 -1.05	 1.00
-2.33	 -1.27	 0.00
-0.73	 -1.89	 0.00
-0.71	 -1.61	 0.00
0.99	 -1.66	 1.00
-0.62	 -1.03	 0.00
2.08	 0.64	 1.00
0.82	 -0.96	 1.00
-0.90	 0.14	 0.00
1.94	 -0.33	 1.00
-1.21	 -0.93	 0.00
1.08	 -0.56	 1.00
-3.19	 -1.92	 0.00
-0.55	 -1.39	 0.00
2.18	 0.38	 1.00
1.04	 -1.11	 1.00
1.58	 -0.44	 1.00
0.11	 -2.12	 1.00
-3.22	 -1.51	 0.00
-0.11	 0.45	 0.00
0.37	 -2.27	 1.00
1.07	 -1.59	 1.00
-0.25	 -1.45	 1.00
-0.25	 -0.09	 0.00
-1.24	 -1.90	 0.00
1.97	 0.23	 1.00
0.43	 -1.94	 1.00
1.14	 -0.94	 1.00
1.02	 -1.00	 1.00
0.30	 0.04	 0.00
1.15	 -0.77	 1.00
